id,name,age,city,email,signup_date,customer_segment,monthly_spend,is_active
5101,Michaela Dvořák,37,Praha,michaela.dvořák.5101@company.cz,2024-02-11,free,1846.85,True
5102,Karolína Růžička,78,Pardubice,karolína.růžička.5102@mail.cz,2022-05-31,enterprise,2061.59,True
5103,David Hájek,79,České Budějovice,david.hájek.5103@company.cz,2022-07-30,standard,2233.29,True
5104,Adéla Němec,42,Zlín,adéla.němec.5104@example.com,2025-10-23,standard,1373.79,True
5105,Petr Dvořák,42,Liberec,petr.dvořák.5105@sentinel.test,2023-06-19,enterprise,962.64,True
5106,Veronika Král,32,Brno,veronika.král.5106@mail.cz,2023-12-17,standard,1054.26,True
5107,Ondřej Pospíšil,55,České Budějovice,ondřej.pospíšil.5107@demo.io,2024-03-19,standard,1925.69,True
5108,Karolína Marek,77,Pardubice,karolína.marek.5108@company.cz,2023-09-25,enterprise,700.24,True
5109,Adéla Svoboda,58,Zlín,adéla.svoboda.5109@company.cz,2025-06-17,enterprise,299.33,True
5110,Tereza Novotný,66,Olomouc,tereza.novotný.5110@demo.io,2022-07-12,enterprise,92.06,True
5111,Lucie Pospíšil,78,Brno,lucie.pospíšil.5111@sentinel.test,2023-06-02,enterprise,218.91,False
5112,Michaela Svoboda,72,Liberec,michaela.svoboda.5112@sentinel.test,2022-08-03,premium,463.39,True
5113,Eva Marek,61,Jihlava,eva.marek.5113@company.cz,2025-07-20,standard,1498.99,False
5114,Daniel Němec,64,Olomouc,daniel.němec.5114@sentinel.test,2022-06-26,free,2088.06,False
5115,Adéla Svoboda,34,Zlín,adéla.svoboda.5115@company.cz,2024-09-20,enterprise,337.59,True
5116,Adéla Kučera,46,Plzeň,adéla.kučera.5116@company.cz,2024-03-14,premium,1839.86,True
5117,Lucie Jelínek,60,Hradec Králové,lucie.jelínek.5117@example.com,2025-12-14,enterprise,703.29,True
5118,Eva Hájek,34,Ústí nad Labem,eva.hájek.5118@sentinel.test,2022-01-07,standard,1088.33,True
5119,Anna Marek,30,Liberec,anna.marek.5119@mail.cz,2023-10-29,premium,853.72,True
5120,Adéla Kučera,27,Hradec Králové,adéla.kučera.5120@mail.cz,2022-06-30,standard,1333.41,True
5121,Veronika Marek,22,Praha,veronika.marek.5121@company.cz,2025-09-28,premium,682.93,True
5122,Veronika Černý,73,Pardubice,veronika.černý.5122@sentinel.test,2022-01-14,premium,1004.91,True
5123,Nikola Horák,59,České Budějovice,nikola.horák.5123@mail.cz,2025-11-28,free,1096.5,False
5124,Jan Černý,43,Plzeň,jan.černý.5124@mail.cz,2023-09-21,free,1730.67,True
5125,Daniel Kučera,49,České Budějovice,daniel.kučera.5125@example.com,2023-05-24,standard,1016.77,True
5126,Ondřej Veselý,33,Ostrava,ondřej.veselý.5126@demo.io,2022-09-14,enterprise,1117.89,False
5127,Ondřej Němec,45,Zlín,ondřej.němec.5127@sentinel.test,2024-11-03,free,1451.59,True
5128,David Beneš,80,Pardubice,david.beneš.5128@demo.io,2023-08-26,standard,2439.08,True
5129,Kateřina Kučera,68,Brno,kateřina.kučera.5129@mail.cz,2024-05-04,enterprise,866.45,False
5130,Lucie Pospíšil,44,České Budějovice,lucie.pospíšil.5130@sentinel.test,2025-12-23,free,2274.56,True
5131,Tereza Pospíšil,59,Hradec Králové,tereza.pospíšil.5131@demo.io,2025-08-16,standard,1908.14,True
5132,Anna Novotný,43,Brno,anna.novotný.5132@mail.cz,2022-08-08,enterprise,1125.46,True
5133,Michaela Veselý,37,Praha,michaela.veselý.5133@mail.cz,2025-02-09,standard,473.53,True
5134,Michaela Dvořák,50,Praha,michaela.dvořák.5134@example.com,2024-03-26,enterprise,698.87,True
5135,Lucie Veselý,45,Ostrava,lucie.veselý.5135@company.cz,2022-04-30,free,2178.26,True
5136,Nikola Růžička,71,Karlovy Vary,nikola.růžička.5136@company.cz,2025-08-12,premium,2387.59,True
5137,Tomáš Marek,35,Ústí nad Labem,tomáš.marek.5137@mail.cz,2025-02-27,enterprise,1360.44,True
5138,Veronika Jelínek,33,Liberec,veronika.jelínek.5138@example.com,2023-10-13,free,53.72,False
5139,Filip Novák,50,Hradec Králové,filip.novák.5139@mail.cz,2023-04-28,enterprise,883.04,True
5140,David Svoboda,78,Ostrava,david.svoboda.5140@demo.io,2025-08-30,standard,2024.35,True
5141,Barbora Beneš,58,Zlín,barbora.beneš.5141@mail.cz,2022-10-24,premium,261.91,True
5142,Filip Dvořák,78,Ústí nad Labem,filip.dvořák.5142@mail.cz,2023-11-22,free,2388.67,True
5143,Jan Svoboda,51,Liberec,jan.svoboda.5143@example.com,2022-06-08,premium,2166.12,False
5144,Jakub Pospíšil,26,Karlovy Vary,jakub.pospíšil.5144@company.cz,2024-12-08,free,92.93,False
5145,Veronika Procházka,73,Hradec Králové,veronika.procházka.5145@company.cz,2024-03-21,enterprise,2331.95,True
5146,Adéla Kučera,44,České Budějovice,adéla.kučera.5146@example.com,2024-03-12,standard,284.28,True
5147,Ondřej Veselý,48,Plzeň,ondřej.veselý.5147@example.com,2024-12-12,enterprise,206.89,True
5148,Anna Novák,30,Zlín,anna.novák.5148@example.com,2025-05-19,standard,65.42,True
5149,Michaela Pospíšil,29,Hradec Králové,michaela.pospíšil.5149@example.com,2024-09-14,free,1581.23,True
5150,Barbora Němec,50,Olomouc,barbora.němec.5150@demo.io,2025-07-01,standard,157.78,True
5151,Ondřej Veselý,52,Brno,ondřej.veselý.5151@sentinel.test,2022-12-23,standard,1490.14,True
5152,Lucie Černý,54,Pardubice,lucie.černý.5152@mail.cz,2023-11-03,premium,92.93,True
5153,Karolína Veselý,53,Jihlava,karolína.veselý.5153@sentinel.test,2024-09-29,premium,729.1,True
5154,Nikola Beneš,43,Ústí nad Labem,nikola.beneš.5154@sentinel.test,2024-01-10,premium,1136.3,True
5155,Petr Jelínek,70,Jihlava,petr.jelínek.5155@company.cz,2022-12-22,premium,1883.8,True
5156,David Hájek,56,České Budějovice,david.hájek.5156@mail.cz,2024-09-06,premium,898.69,True
5157,Jakub Horák,71,Olomouc,jakub.horák.5157@company.cz,2023-05-15,enterprise,902.18,True
5158,Barbora Král,80,Praha,barbora.král.5158@company.cz,2025-04-05,free,1829.36,True
5159,Ondřej Černý,24,Jihlava,ondřej.černý.5159@example.com,2023-04-10,premium,2478.44,True
5160,Eva Kučera,31,Plzeň,eva.kučera.5160@example.com,2024-02-07,enterprise,1451.72,True
5161,Jakub Dvořák,21,Brno,jakub.dvořák.5161@sentinel.test,2024-04-10,free,226.59,True
5162,Anna Pokorný,29,Praha,anna.pokorný.5162@demo.io,2022-12-07,standard,2023.63,False
5163,Petr Kučera,22,Hradec Králové,petr.kučera.5163@sentinel.test,2022-09-25,enterprise,996.52,True
5164,Tereza Dvořák,42,Brno,tereza.dvořák.5164@sentinel.test,2022-04-18,standard,475.75,True
5165,Jan Jelínek,23,Karlovy Vary,jan.jelínek.5165@demo.io,2022-09-05,premium,791.09,True
5166,Petr Pokorný,66,Brno,petr.pokorný.5166@company.cz,2025-09-25,premium,72.1,True
5167,Daniel Novák,18,Ústí nad Labem,daniel.novák.5167@sentinel.test,2024-04-25,enterprise,1994.81,True
5168,Veronika Procházka,69,Hradec Králové,veronika.procházka.5168@mail.cz,2024-01-18,premium,217.57,False
5169,Tereza Marek,29,Liberec,tereza.marek.5169@example.com,2023-05-07,free,375.18,True
5170,Nikola Pospíšil,48,Brno,nikola.pospíšil.5170@example.com,2024-03-23,enterprise,816.33,False
5171,Jakub Procházka,36,Zlín,jakub.procházka.5171@mail.cz,2023-01-31,premium,2209.05,False
5172,Ondřej Němec,23,Jihlava,ondřej.němec.5172@sentinel.test,2025-04-02,free,918.02,True
5173,Barbora Pokorný,30,Ostrava,barbora.pokorný.5173@mail.cz,2025-12-31,enterprise,2159.36,False
5174,Veronika Procházka,,Brno,veronika.procházka.5174@sentinel.test,2024-12-15,enterprise,2359.7,True
5175,David Beneš,73,Plzeň,david.beneš.5175@example.com,2024-09-04,free,793.12,True
5176,Jan Novotný,34,Ostrava,jan.novotný.5176@sentinel.test,2022-08-26,standard,731.91,True
5177,Veronika Němec,79,Hradec Králové,veronika.němec.5177@demo.io,2023-03-21,free,2288.27,True
5178,Ondřej Novotný,77,Karlovy Vary,ondřej.novotný.5178@demo.io,2026-01-02,premium,231.02,True
5179,Filip Pospíšil,56,Olomouc,filip.pospíšil.5179@sentinel.test,2023-10-13,free,1356.87,False
5180,Jakub Kučera,34,Praha,jakub.kučera.5180@example.com,2025-08-23,free,2332.85,False
5181,Jan Král,19,Hradec Králové,jan.král.5181@example.com,2023-02-27,free,283.39,True
5182,Ondřej Kučera,52,Plzeň,ondřej.kučera.5182@example.com,2025-09-23,free,1137.69,True
5183,Tereza Pokorný,48,Zlín,tereza.pokorný.5183@demo.io,2024-01-03,enterprise,648.82,True
5184,Jan Novotný,60,Ústí nad Labem,jan.novotný.5184@sentinel.test,2023-08-19,standard,1952.87,True
5185,Ondřej Beneš,70,Ostrava,ondřej.beneš.5185@sentinel.test,2022-06-03,free,1052.86,True
5186,Anna Horák,66,Karlovy Vary,anna.horák.5186@mail.cz,2023-09-13,free,2090.54,True
5187,Barbora Pokorný,74,Liberec,barbora.pokorný.5187@demo.io,2024-06-12,standard,686.88,True
5188,Martin Veselý,78,Praha,martin.veselý.5188@demo.io,2023-08-25,standard,1855.86,True
5189,Filip Růžička,34,Hradec Králové,filip.růžička.5189@example.com,2023-04-05,premium,244.49,True
5190,Daniel Černý,33,Liberec,daniel.černý.5190@demo.io,2024-03-11,premium,367.16,False
5191,Eva Hájek,34,Olomouc,eva.hájek.5191@mail.cz,2023-04-24,free,2366.4,True
5192,Karolína Pokorný,18,Hradec Králové,karolína.pokorný.5192@example.com,2023-10-25,premium,258.5,True
5193,Barbora Dvořák,77,Plzeň,barbora.dvořák.5193@sentinel.test,2025-08-05,enterprise,1857.08,True
5194,Tomáš Novák,78,Pardubice,tomáš.novák.5194@company.cz,2025-05-10,free,1597.44,False
5195,Karolína Pokorný,46,Karlovy Vary,karolína.pokorný.5195@demo.io,2022-04-20,free,1393.57,True
5196,Jakub Horák,24,Karlovy Vary,jakub.horák.5196@sentinel.test,2025-07-22,premium,1596.81,False
5197,Eva Jelínek,33,Plzeň,eva.jelínek.5197@sentinel.test,2025-12-08,standard,927.8,False
5198,Tereza Hájek,66,Zlín,tereza.hájek.5198@demo.io,2022-03-12,free,1662.13,True
5199,Martin Marek,71,Plzeň,martin.marek.5199@example.com,2025-09-25,enterprise,1992.55,True
5200,Petr Horák,80,Praha,petr.horák.5200@company.cz,2023-03-15,enterprise,46.35,True
5201,Nikola Pokorný,57,Hradec Králové,nikola.pokorný.5201@company.cz,2025-03-18,enterprise,671.66,True
5202,Daniel Marek,28,Zlín,daniel.marek.5202@example.com,2023-11-02,premium,81.27,True
5203,Barbora Černý,50,Brno,barbora.černý.5203@company.cz,2023-07-01,enterprise,1824.8,False
5204,David Růžička,21,Hradec Králové,david.růžička.5204@mail.cz,2025-05-26,standard,720.05,False
5205,Tomáš Novotný,56,Olomouc,tomáš.novotný.5205@sentinel.test,2022-03-14,enterprise,443.75,False
5206,Nikola Novák,50,České Budějovice,,2024-03-17,standard,222.57,True
5207,Martin Dvořák,47,Zlín,martin.dvořák.5207@sentinel.test,2025-05-19,standard,2195.49,True
5208,Lucie Kučera,33,Brno,lucie.kučera.5208@mail.cz,2023-11-06,enterprise,1215.11,True
5209,Veronika Novák,70,Karlovy Vary,veronika.novák.5209@mail.cz,2024-11-29,premium,2357.19,False
5210,Tomáš Hájek,29,Karlovy Vary,tomáš.hájek.5210@demo.io,2025-12-03,free,2394.93,True
5211,Jan Kučera,35,Ústí nad Labem,jan.kučera.5211@mail.cz,2024-10-14,enterprise,471.57,True
5212,Michaela Jelínek,32,Karlovy Vary,michaela.jelínek.5212@demo.io,2023-06-05,standard,2270.5,True
5213,Eva Černý,18,Zlín,eva.černý.5213@sentinel.test,2023-01-15,free,1098.22,True
5214,Barbora Horák,25,Olomouc,barbora.horák.5214@company.cz,2024-07-21,free,1544.03,True
5215,Martin Pokorný,21,Jihlava,martin.pokorný.5215@sentinel.test,2025-03-06,standard,1657.72,True
5216,Tereza Novák,73,Ústí nad Labem,tereza.novák.5216@company.cz,2024-01-16,premium,1722.72,False
5217,Barbora Veselý,43,Liberec,barbora.veselý.5217@mail.cz,2024-09-27,standard,1150.83,True
5218,Ondřej Černý,32,České Budějovice,ondřej.černý.5218@example.com,2024-05-14,free,319.15,True
5219,Jan Veselý,38,Brno,jan.veselý.5219@example.com,2025-09-13,free,598.45,True
5220,Petr Dvořák,19,Pardubice,petr.dvořák.5220@sentinel.test,2023-01-20,premium,2363.85,True
5221,Lucie Horák,43,Zlín,lucie.horák.5221@sentinel.test,2024-12-11,premium,1778.66,True
5222,Lucie Kučera,26,Karlovy Vary,lucie.kučera.5222@mail.cz,2023-01-07,standard,2140.26,True
5223,Adéla Jelínek,68,Plzeň,adéla.jelínek.5223@company.cz,2023-10-21,enterprise,148.09,True
5224,Anna Dvořák,33,Pardubice,anna.dvořák.5224@example.com,2024-12-14,premium,1404.64,False
5225,Nikola Kučera,48,Zlín,nikola.kučera.5225@mail.cz,2022-09-11,standard,2374.65,True
5226,Filip Beneš,29,Ostrava,filip.beneš.5226@demo.io,2025-08-23,free,1289.66,True
5227,Ondřej Novotný,41,Brno,ondřej.novotný.5227@company.cz,2023-04-20,free,2313.52,True
5228,Kateřina Beneš,53,Ústí nad Labem,kateřina.beneš.5228@mail.cz,2025-01-11,free,493.36,True
5229,Ondřej Veselý,52,Brno,ondřej.veselý.5229@example.com,2023-04-03,standard,1113.47,True
5230,Karolína Horák,43,Ostrava,karolína.horák.5230@sentinel.test,2024-01-21,premium,771.47,False
5231,Barbora Novák,18,Olomouc,barbora.novák.5231@mail.cz,2023-12-31,premium,1625.03,True
5232,Anna Horák,53,Karlovy Vary,anna.horák.5232@example.com,2025-09-28,free,1947.64,True
5233,Adéla Procházka,54,Jihlava,adéla.procházka.5233@mail.cz,2024-11-25,premium,144.9,True
5234,Adéla Horák,49,Pardubice,adéla.horák.5234@company.cz,2025-02-07,standard,2403.82,False
5235,Veronika Veselý,47,Brno,veronika.veselý.5235@sentinel.test,2024-05-22,premium,250.79,True
5236,Anna Svoboda,46,Ústí nad Labem,anna.svoboda.5236@example.com,2024-02-20,enterprise,1040.23,False
5237,Petr Pospíšil,31,Ústí nad Labem,petr.pospíšil.5237@mail.cz,2022-07-05,free,1432.68,True
5238,Filip Novotný,24,Zlín,filip.novotný.5238@sentinel.test,2023-11-22,standard,63.9,True
5239,Barbora Kučera,64,Brno,barbora.kučera.5239@mail.cz,2023-06-08,free,575.91,False
5240,Daniel Novotný,80,Pardubice,daniel.novotný.5240@example.com,2023-03-17,enterprise,1430.59,True
5241,Jakub Hájek,24,Ústí nad Labem,jakub.hájek.5241@company.cz,2025-04-04,standard,2197.8,True
5242,Eva Marek,51,Ostrava,eva.marek.5242@example.com,2024-09-03,standard,2016.13,False
5243,Lucie Horák,46,Karlovy Vary,lucie.horák.5243@sentinel.test,2022-09-18,premium,1079.0,True
5244,Barbora Veselý,27,Olomouc,barbora.veselý.5244@sentinel.test,2022-05-05,enterprise,2362.56,True
5245,Karolína Novák,39,Karlovy Vary,karolína.novák.5245@mail.cz,2024-02-27,enterprise,1560.68,True
5246,Martin Novák,70,Pardubice,martin.novák.5246@mail.cz,2026-01-31,free,1553.5,False
5247,Adéla Novák,72,Plzeň,adéla.novák.5247@sentinel.test,2025-11-25,premium,27.94,True
5248,Karolína Hájek,52,Ústí nad Labem,karolína.hájek.5248@sentinel.test,2023-07-23,premium,1088.59,False
5249,Adéla Novotný,70,Karlovy Vary,adéla.novotný.5249@demo.io,2023-06-24,premium,2490.13,True
5250,Michaela Horák,21,Jihlava,michaela.horák.5250@sentinel.test,2022-06-23,premium,2308.1,True
5251,Filip Jelínek,69,Liberec,filip.jelínek.5251@example.com,2025-03-01,standard,121.26,False
5252,Barbora Pokorný,56,Karlovy Vary,barbora.pokorný.5252@company.cz,2025-10-23,standard,88.59,True
5253,Jan Veselý,74,Liberec,jan.veselý.5253@example.com,2023-09-13,free,872.79,True
5254,David Jelínek,19,Zlín,david.jelínek.5254@example.com,2023-06-06,premium,2383.58,True
5255,Eva Růžička,34,Praha,eva.růžička.5255@example.com,2022-01-28,free,2223.65,True
5256,Jakub Němec,63,Hradec Králové,jakub.němec.5256@sentinel.test,2024-01-05,premium,1558.18,False
5257,Nikola Kučera,36,Karlovy Vary,nikola.kučera.5257@company.cz,2024-06-21,premium,425.99,False
5258,Jakub Němec,75,České Budějovice,jakub.němec.5258@company.cz,2025-05-24,standard,2149.19,False
5259,Filip Černý,38,Pardubice,filip.černý.5259@demo.io,2022-05-04,free,2415.47,True
5260,Barbora Pokorný,65,Brno,barbora.pokorný.5260@example.com,2024-11-04,free,426.6,True
5261,David Marek,29,Jihlava,david.marek.5261@sentinel.test,2022-05-03,free,920.34,True
5262,Daniel Novák,37,Plzeň,daniel.novák.5262@example.com,2023-11-24,free,1097.98,True
5263,Barbora Horák,22,Jihlava,barbora.horák.5263@demo.io,2025-11-01,premium,1202.57,False
5264,David Kučera,70,Ústí nad Labem,david.kučera.5264@example.com,2025-07-05,free,1726.95,True
5265,Lucie Veselý,25,Zlín,lucie.veselý.5265@demo.io,2024-04-03,enterprise,144.78,True
5266,Eva Pospíšil,24,Hradec Králové,eva.pospíšil.5266@company.cz,2023-06-05,premium,695.16,False
5267,Eva Marek,66,Jihlava,eva.marek.5267@company.cz,2025-05-28,standard,628.24,True
5268,Jan Beneš,32,Ostrava,jan.beneš.5268@company.cz,2022-05-18,free,2140.44,True
5269,Ondřej Černý,35,Karlovy Vary,ondřej.černý.5269@sentinel.test,2024-10-06,standard,1952.85,False
5270,Michaela Novotný,63,Liberec,michaela.novotný.5270@sentinel.test,2024-12-21,premium,50.04,True
5271,,42,Olomouc,karolína.němec.5271@company.cz,2023-06-07,enterprise,586.57,True
5272,Eva Beneš,65,Ústí nad Labem,eva.beneš.5272@company.cz,2024-10-09,free,1610.05,False
5273,Tereza Jelínek,43,Jihlava,tereza.jelínek.5273@demo.io,2024-05-06,premium,2134.25,False
5274,Anna Král,51,Praha,anna.král.5274@sentinel.test,2023-05-24,premium,2141.17,True
5275,Tomáš Dvořák,72,České Budějovice,tomáš.dvořák.5275@demo.io,2022-09-09,enterprise,316.99,False
5276,Eva Král,45,Ústí nad Labem,eva.král.5276@demo.io,2024-06-04,enterprise,1735.5,False
5277,Petr Novotný,55,Brno,petr.novotný.5277@company.cz,2023-01-24,premium,409.2,True
5278,Martin Pokorný,54,Jihlava,martin.pokorný.5278@company.cz,2023-03-08,free,1120.81,False
5279,Jakub Růžička,68,Olomouc,jakub.růžička.5279@demo.io,2024-07-05,premium,1437.9,True
5280,Veronika Hájek,64,Ústí nad Labem,veronika.hájek.5280@mail.cz,2025-04-25,enterprise,1212.34,True
5281,Kateřina Král,48,Pardubice,kateřina.král.5281@example.com,2023-07-11,free,888.59,False
5282,Ondřej Svoboda,26,Olomouc,ondřej.svoboda.5282@example.com,2025-11-28,free,899.94,True
5283,Kateřina Němec,20,Jihlava,kateřina.němec.5283@company.cz,2025-11-18,premium,1145.73,True
5284,Martin Marek,42,Jihlava,martin.marek.5284@mail.cz,2024-10-01,premium,2374.44,True
5285,Adéla Horák,40,Olomouc,adéla.horák.5285@sentinel.test,2025-12-24,enterprise,975.94,False
5286,Anna Veselý,70,Olomouc,anna.veselý.5286@sentinel.test,2023-01-12,free,1771.46,True
5287,Jakub Pokorný,78,,jakub.pokorný.5287@example.com,2025-11-05,enterprise,401.37,False
5288,Martin Růžička,58,Karlovy Vary,martin.růžička.5288@mail.cz,2024-08-30,enterprise,1429.46,False
5289,Petr Beneš,55,Liberec,petr.beneš.5289@mail.cz,2025-08-14,enterprise,2042.27,True
5290,Tereza Hájek,77,Hradec Králové,tereza.hájek.5290@company.cz,2025-01-11,free,1969.9,True
5291,Ondřej Hájek,61,Liberec,ondřej.hájek.5291@sentinel.test,2025-01-12,standard,1603.56,True
5292,Anna Marek,20,Praha,anna.marek.5292@demo.io,2025-05-20,enterprise,2004.92,False
5293,Veronika Veselý,48,Pardubice,veronika.veselý.5293@demo.io,2025-10-26,premium,348.92,False
5294,Tomáš Hájek,36,Zlín,tomáš.hájek.5294@example.com,2025-04-15,free,973.98,False
5295,Karolína Pokorný,19,Jihlava,karolína.pokorný.5295@demo.io,2022-12-22,premium,1518.46,True
5296,Petr Dvořák,42,Zlín,petr.dvořák.5296@example.com,2023-12-16,enterprise,1532.62,True
5297,Barbora Růžička,27,Plzeň,barbora.růžička.5297@example.com,2024-09-06,free,52.84,True
5298,Anna Kučera,66,Karlovy Vary,anna.kučera.5298@sentinel.test,2025-04-01,free,353.55,False
5299,Eva Veselý,29,Hradec Králové,eva.veselý.5299@company.cz,2026-01-06,standard,1894.73,True
5300,Daniel Němec,24,České Budějovice,daniel.němec.5300@example.com,2022-07-04,enterprise,1681.85,True
5301,Daniel Dvořák,25,Jihlava,daniel.dvořák.5301@mail.cz,2025-03-18,premium,1051.32,True
5302,Petr Veselý,22,Brno,petr.veselý.5302@company.cz,2022-11-15,enterprise,2483.74,True
5303,Kateřina Hájek,76,Olomouc,kateřina.hájek.5303@company.cz,2023-12-16,free,2443.21,True
5304,Jakub Kučera,70,Plzeň,jakub.kučera.5304@company.cz,2022-05-02,premium,1506.84,False
5305,Filip Hájek,59,Zlín,filip.hájek.5305@sentinel.test,2022-11-12,standard,1434.9,True
5306,Anna Beneš,61,Plzeň,anna.beneš.5306@demo.io,2024-01-02,premium,2216.54,True
5307,David Veselý,48,Karlovy Vary,david.veselý.5307@demo.io,2023-05-10,premium,1569.52,True
5308,Petr Veselý,18,Karlovy Vary,petr.veselý.5308@mail.cz,2024-07-07,enterprise,1975.86,True
5309,Ondřej Kučera,70,Brno,ondřej.kučera.5309@demo.io,2022-11-21,premium,116.46,True
5310,Veronika Kučera,28,Hradec Králové,veronika.kučera.5310@demo.io,2025-06-18,standard,694.8,True
5311,Nikola Veselý,62,Pardubice,nikola.veselý.5311@mail.cz,2024-03-19,enterprise,1905.74,False
5312,Karolína Veselý,64,České Budějovice,karolína.veselý.5312@company.cz,2025-03-12,premium,2151.54,True
5313,Lucie Růžička,79,Hradec Králové,lucie.růžička.5313@demo.io,2022-12-06,enterprise,1200.32,False
5314,Adéla Pospíšil,76,Zlín,adéla.pospíšil.5314@example.com,2022-04-17,premium,45.03,False
5315,Lucie Pospíšil,73,Zlín,lucie.pospíšil.5315@demo.io,2023-10-05,standard,2087.13,True
5316,Tomáš Pokorný,49,Plzeň,tomáš.pokorný.5316@example.com,2025-09-25,free,351.81,True
5317,Jakub Horák,22,Karlovy Vary,jakub.horák.5317@example.com,2024-07-31,free,1416.95,True
5318,Daniel Horák,33,Ústí nad Labem,daniel.horák.5318@mail.cz,2024-07-23,free,2470.95,True
5319,Filip Marek,46,České Budějovice,filip.marek.5319@example.com,2023-08-20,enterprise,555.04,True
5320,Michaela Novák,23,Zlín,michaela.novák.5320@mail.cz,2024-01-28,standard,2256.6,True
5321,Jakub Dvořák,64,Olomouc,jakub.dvořák.5321@company.cz,2023-09-11,premium,989.17,True
5322,Jan Veselý,48,Praha,jan.veselý.5322@example.com,2026-01-22,free,2467.75,False
5323,Kateřina Kučera,23,Pardubice,kateřina.kučera.5323@sentinel.test,2024-04-29,free,2004.77,True
5324,Jakub Procházka,78,Brno,jakub.procházka.5324@demo.io,2023-03-13,enterprise,532.69,False
5325,Petr Novotný,71,Praha,petr.novotný.5325@example.com,2025-09-14,premium,1414.2,False
5326,Lucie Novotný,70,Ústí nad Labem,lucie.novotný.5326@company.cz,2025-06-16,standard,2298.35,True
5327,Kateřina Novák,80,Praha,kateřina.novák.5327@demo.io,2022-06-08,standard,1310.55,True
5328,Kateřina Hájek,77,Hradec Králové,kateřina.hájek.5328@example.com,2022-12-17,premium,2137.93,True
5329,Tereza Pokorný,52,Karlovy Vary,tereza.pokorný.5329@example.com,2023-07-21,enterprise,208.65,True
5330,Petr Němec,39,Praha,petr.němec.5330@example.com,2023-10-09,standard,2306.81,True
5331,Karolína Pokorný,57,Jihlava,karolína.pokorný.5331@demo.io,2022-04-30,standard,1204.8,True
5332,Kateřina Jelínek,49,Zlín,kateřina.jelínek.5332@demo.io,2024-05-04,free,2118.37,True
5333,Nikola Pokorný,42,Ostrava,nikola.pokorný.5333@sentinel.test,2024-08-25,premium,20.57,True
5334,Lucie Procházka,37,Hradec Králové,lucie.procházka.5334@sentinel.test,2022-04-27,enterprise,1476.66,True
5335,Nikola Hájek,66,Brno,nikola.hájek.5335@demo.io,2023-11-23,premium,2199.52,True
5336,Barbora Jelínek,24,Ústí nad Labem,barbora.jelínek.5336@example.com,2023-09-07,free,956.71,True
5337,Adéla Novák,78,Brno,adéla.novák.5337@company.cz,2024-10-19,premium,885.3,False
5338,Petr Beneš,28,Hradec Králové,petr.beneš.5338@demo.io,2025-01-28,enterprise,2125.69,True
5339,Petr Horák,35,Karlovy Vary,petr.horák.5339@sentinel.test,2022-07-07,premium,2265.34,True
5340,Martin Horák,67,Ostrava,martin.horák.5340@demo.io,2024-10-08,free,1325.09,True
5341,Veronika Svoboda,22,Olomouc,veronika.svoboda.5341@example.com,2023-04-11,enterprise,1672.7,False
5342,Lucie Hájek,50,Liberec,lucie.hájek.5342@company.cz,2024-06-28,free,733.29,True
5343,Jan Hájek,64,Zlín,,2022-08-27,premium,374.67,True
5344,Ondřej Pospíšil,60,České Budějovice,ondřej.pospíšil.5344@example.com,2024-06-18,free,110.23,True
5345,Kateřina Veselý,45,Olomouc,kateřina.veselý.5345@company.cz,2024-08-25,standard,1679.23,True
5346,Daniel Král,43,Hradec Králové,daniel.král.5346@example.com,2025-10-31,free,782.22,True
5347,Ondřej Novotný,38,Praha,ondřej.novotný.5347@example.com,2024-10-09,enterprise,34.76,False
5348,Veronika Dvořák,63,Karlovy Vary,veronika.dvořák.5348@company.cz,2022-01-13,free,2247.81,False
5349,Adéla Horák,29,České Budějovice,adéla.horák.5349@sentinel.test,2024-01-24,premium,1141.38,True
5350,Nikola Hájek,76,Pardubice,nikola.hájek.5350@demo.io,2022-04-04,enterprise,1069.67,True
5351,Jan Procházka,69,Ostrava,jan.procházka.5351@company.cz,2023-04-22,premium,1465.49,True
5352,Kateřina Kučera,18,Jihlava,kateřina.kučera.5352@company.cz,2022-11-06,free,905.95,False
5353,Lucie Marek,57,Pardubice,lucie.marek.5353@company.cz,2023-03-31,standard,1057.06,False
5354,Kateřina Svoboda,75,České Budějovice,kateřina.svoboda.5354@company.cz,2022-07-29,standard,1717.44,True
5355,Veronika Horák,69,Liberec,veronika.horák.5355@demo.io,2025-07-10,enterprise,1477.24,True
5356,Jan Procházka,60,Ústí nad Labem,jan.procházka.5356@mail.cz,2023-12-02,enterprise,1993.99,True
5357,Adéla Kučera,44,Brno,adéla.kučera.5357@example.com,2025-02-19,free,371.8,False
5358,Petr Novotný,72,Hradec Králové,petr.novotný.5358@mail.cz,2026-01-09,free,1838.06,False
5359,Tereza Král,21,Plzeň,tereza.král.5359@sentinel.test,2023-11-22,premium,2212.5,True
5360,Michaela Dvořák,43,Pardubice,michaela.dvořák.5360@demo.io,2022-06-07,enterprise,1763.2,True
5361,Karolína Pospíšil,74,Ústí nad Labem,karolína.pospíšil.5361@sentinel.test,2025-01-14,enterprise,2309.23,True
5362,David Svoboda,26,Ústí nad Labem,david.svoboda.5362@sentinel.test,2023-05-14,enterprise,1283.58,True
5363,Martin Svoboda,57,Ostrava,martin.svoboda.5363@mail.cz,2023-10-31,premium,898.97,True
